Ano;Mês;Dia;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);LATITUDE;LONGITUDE;ALTITUDE
2020;07;18;14;0;976,4;977;976,3;1699,1;25;14;26,1;24,1;14,8;13,7;54;47;51;132;13,2;6,9;-9,388323;-40,523262;372,72
2020;07;18;15;0;975,6;976,4;975,6;1931,4;26,5;13,4;27,3;24,8;14,4;13,4;51;44;45;129;13;6,8;-9,388323;-40,523262;372,72
2020;07;18;16;0;974,6;975,6;974,5;2055,5;28,1;13,1;28,6;26,5;14,2;12,9;45;40;40;132;13,2;6,4;-9,388323;-40,523262;372,72
2020;07;18;17;0;973,5;974,6;973,4;2006,8;28,7;12,9;29;27,4;13,5;12,7;41;37;38;130;12,3;5,3;-9,388323;-40,523262;372,72
2020;07;18;18;0;972,7;973,5;972,7;1685,1;29,8;12,8;29,8;27,9;13,4;11,8;39;35;35;119;12,6;5,3;-9,388323;-40,523262;372,72
2020;07;18;19;0;972,5;972,7;972,4;1181,2;28,7;12;30,2;28,4;12,9;11,7;36;34;36;116;11,5;5,3;-9,388323;-40,523262;372,72
2020;07;18;20;0;972,5;972,5;972,4;516,6;28,4;11,8;29,7;28,3;12,1;11,1;36;33;36;130;9,6;5,2;-9,388323;-40,523262;372,72
2020;07;18;21;0;972,8;972,8;972,4;153;27,5;12,5;28,6;27,5;12,5;11,6;39;35;39;129;9,1;5,1;-9,388323;-40,523262;372,72
2020;07;18;22;0;973,2;973,2;972,8;;26,6;14,1;27,5;26,6;14,1;12,6;46;39;46;138;9,2;4,3;-9,388323;-40,523262;372,72
2020;07;18;23;0;974;974;973,2;;25;15,3;26,6;25;15,3;14,2;55;46;55;137;11,7;5,5;-9,388323;-40,523262;372,72
2020;07;19;00;0;974,7;974,7;974;;23,4;15,6;25;23,4;15,8;15,3;62;55;62;138;11,2;5,1;-9,388323;-40,523262;372,72
2020;07;19;01;0;975;975;974,7;;22,6;16,1;23,4;22,5;16,1;15,6;67;62;67;131;11,7;5,5;-9,388323;-40,523262;372,72
2020;07;19;02;0;975,1;975,1;974,9;;22;16,5;22,6;22;16,5;16,1;71;67;71;127;11,7;5,4;-9,388323;-40,523262;372,72
2020;07;19;03;0;975,3;975,4;975,1;;21,4;16;22;21,4;16,7;16;74;71;72;126;10,8;5,9;-9,388323;-40,523262;372,72
2020;07;19;04;0;974,8;975,4;974,8;;20,8;15,7;21,4;20,8;16;15,7;73;72;73;130;10,8;4,4;-9,388323;-40,523262;372,72
2020;07;19;05;0;974,4;974,8;974,4;;20,4;15,8;20,8;20,3;15,8;15,7;75;73;75;121;7,7;3,4;-9,388323;-40,523262;372,72
2020;07;19;06;0;973,9;974,4;973,9;;20,4;15,9;20,5;20,3;15,9;15,7;75;75;75;112;6,3;3,3;-9,388323;-40,523262;372,72
2020;07;19;07;0;974;974;973,9;;20,1;16,1;20,4;20,1;16,1;15,9;78;75;78;118;5,5;2,1;-9,388323;-40,523262;372,72
2020;07;19;08;0;974,2;974,2;974;;19,8;16,3;20,1;19,8;16,4;16;80;78;80;112;5,5;2,6;-9,388323;-40,523262;372,72
2020;07;19;09;0;974,4;974,5;974,2;;19,3;16,2;19,8;19,3;16,3;16,2;82;80;82;111;4,9;1,6;-9,388323;-40,523262;372,72
2020;07;19;10;0;974,8;974,8;974,4;70,3;19,8;16,2;19,8;19,2;16,2;16,1;82;80;80;116;6,1;2,9;-9,388323;-40,523262;372,72
2020;07;19;11;0;975,5;975,6;974,8;592,9;20,9;15,9;20,9;19,8;16,2;15,8;80;73;73;134;6,8;3,9;-9,388323;-40,523262;372,72
2020;07;19;12;0;975,6;975,6;975,5;1204,6;23,8;15,1;23,8;20,9;16;14,8;73;58;58;127;8,6;4,7;-9,388323;-40,523262;372,72
2020;07;19;13;0;975,6;975,8;975,6;1664,3;25,4;13,9;25,9;23,5;15,5;13,9;58;49;49;124;11,2;5,5;-9,388323;-40,523262;372,72
2020;07;19;14;0;975,4;975,7;975,4;1984,8;26,5;13,7;27,4;25;14,5;13,3;50;44;45;124;10,4;5;-9,388323;-40,523262;372,72
2020;07;19;15;0;974,6;975,4;974,6;2033,8;27;14;29;26,1;14,8;13,6;48;40;45;118;9,8;5,8;-9,388323;-40,523262;372,72
2020;07;19;16;0;973,5;974,6;973,5;1721,7;28,1;13,6;28,7;26,8;14,4;13,5;46;40;41;125;11;6,2;-9,388323;-40,523262;372,72
2020;07;19;17;0;972,7;973,5;972,7;1817,9;28,3;13,8;29,3;27,9;14,3;13,3;42;39;41;134;11;6,3;-9,388323;-40,523262;372,72
2020;07;19;18;0;971,8;972,7;971,8;1779,4;28,7;14,1;29,7;28,2;14,5;13,7;42;39;41;118;10,6;5,5;-9,388323;-40,523262;372,72
2020;07;19;19;0;971,5;971,8;971,5;761,2;28,4;12,9;29,4;28,2;14,3;12,7;41;38;38;139;10,1;4,8;-9,388323;-40,523262;372,72
2020;07;19;20;0;971,8;971,8;971,5;301,2;27,9;11,5;28,5;27,9;13,4;11,5;40;36;36;118;10,1;4,2;-9,388323;-40,523262;372,72
2020;07;19;21;0;972,2;972,2;971,8;59,6;27,2;10,9;28;27,2;11,7;10,8;37;35;36;125;8,8;3,8;-9,388323;-40,523262;372,72
2020;07;19;22;0;972,6;972,6;972,2;;27;10;27,2;27;11,2;10;37;34;34;133;8,3;3,6;-9,388323;-40,523262;372,72
2020;07;19;23;0;973,3;973,3;972,6;;26,3;9,1;27;26,3;10,6;9,1;37;34;34;130;7,9;3,9;-9,388323;-40,523262;372,72
2020;07;20;00;0;974,1;974,1;973,3;;25,2;10,5;26,3;25,2;10,5;9;40;34;40;125;6,7;3,3;-9,388323;-40,523262;372,72
2020;07;20;01;0;974,9;974,9;974,1;;24,4;12,9;25,2;24,4;12,9;10,5;48;40;48;132;10,3;4,8;-9,388323;-40,523262;372,72
2020;07;20;02;0;975,1;975,1;974,9;;23,1;16,1;24,4;23,1;16,3;12,9;65;48;65;142;10,3;5;-9,388323;-40,523262;372,72
2020;07;20;03;0;975,5;975,5;975;;22,1;15,9;23,1;22,1;16,1;15,8;68;65;68;139;9,8;5,7;-9,388323;-40,523262;372,72
2020;07;20;04;0;975,1;975,5;975,1;;22;15,6;22,2;22;15,9;15,6;68;67;67;139;9,6;5,1;-9,388323;-40,523262;372,72
2020;07;20;05;0;974,7;975,1;974,7;;21,7;15,2;22;21,7;15,6;15,2;67;66;67;133;9;4,3;-9,388323;-40,523262;372,72
2020;07;20;06;0;974,3;974,7;974,3;;21,2;15,2;21,7;21,2;15,4;15;69;67;69;132;7,9;4,2;-9,388323;-40,523262;372,72
2020;07;20;07;0;973,9;974,3;973,9;;20,6;15,7;21,2;20,6;15,8;15,1;74;69;74;136;7,5;3,1;-9,388323;-40,523262;372,72
2020;07;20;08;0;974;974;973,8;;20,5;15,6;20,8;20,5;16;15,6;75;73;74;130;9,3;5,1;-9,388323;-40,523262;372,72
2020;07;20;09;0;974,4;974,4;974;;20;15,5;20,5;20;15,7;15,4;75;73;75;137;8,7;3,9;-9,388323;-40,523262;372,72
2020;07;20;10;0;974,7;974,7;974,3;87,3;20,2;15,3;20,2;19,8;15,5;15,3;76;73;73;142;8,1;4,2;-9,388323;-40,523262;372,72
2020;07;20;11;0;975,3;975,3;974,7;405,8;21,5;15,1;21,5;20,1;15,3;14,8;73;67;67;143;10,9;5,6;-9,388323;-40,523262;372,72
2020;07;20;12;0;975,8;975,8;975,3;739,2;22;14,8;22,3;21,3;15,1;14,7;67;63;64;139;12;5,8;-9,388323;-40,523262;372,72
2020;07;20;13;0;975,6;975,9;975,6;1070,8;23,7;14,8;23,8;22;15,5;14,3;64;57;58;127;11;5,6;-9,388323;-40,523262;372,72
2020;07;20;14;0;975,2;975,6;975,2;1543,3;25,4;14,7;25,8;23,7;15,2;14,3;58;51;51;116;11,4;5,1;-9,388323;-40,523262;372,72
2020;07;20;15;0;974,7;975,2;974,7;1298,8;25,9;15;26,9;24,7;15,1;14,4;54;48;51;140;10,8;4,7;-9,388323;-40,523262;372,72
2020;07;20;16;0;974;974,7;973,9;2100,4;27,3;14,5;27,9;25,6;15,3;14,5;51;45;45;132;13,3;4,8;-9,388323;-40,523262;372,72
2020;07;20;17;0;973,2;974;973,2;894;26,5;14,6;27,3;26;15;14,4;50;45;48;130;10,6;5,8;-9,388323;-40,523262;372,72
2020;07;20;18;0;972,4;973,2;972,4;1124,6;27,2;13,6;27,7;26,5;15,1;13,5;48;43;43;127;10,1;4,7;-9,388323;-40,523262;372,72
2020;07;20;19;0;972,1;972,4;972,1;641,2;27,1;13,3;27,7;27;13,9;13;44;41;43;139;10,4;4,6;-9,388323;-40,523262;372,72
2020;07;20;20;0;972,1;972,1;972;441,4;27,9;12,3;28;26,9;13,5;12,3;43;38;38;129;8,7;3,7;-9,388323;-40,523262;372,72
2020;07;20;21;0;972,2;972,2;972,1;75;26,8;11,2;27,9;26,8;12,5;11,2;40;38;38;130;7,3;3,1;-9,388323;-40,523262;372,72
2020;07;20;22;0;972,4;972,4;972,1;;25,9;11,2;26,8;25,9;11,2;11;40;38;40;136;6,2;2,1;-9,388323;-40,523262;372,72
2020;07;20;23;0;972,9;972,9;972,4;;24,9;11,2;25,9;24,9;11,5;11,1;42;40;42;127;6,5;3,5;-9,388323;-40,523262;372,72
2020;07;21;00;0;973,5;973,6;972,9;;24,3;10,7;25;24,3;11,3;10,7;43;42;42;123;6,6;3,2;-9,388323;-40,523262;372,72
2020;07;21;01;0;973,8;973,8;973,5;;23,5;12,4;24,4;23,5;12,4;10,7;50;42;50;124;6,7;3,3;-9,388323;-40,523262;372,72
2020;07;21;02;0;973,6;973,8;973,6;;22,5;13,3;23,5;22,5;13,3;12,4;56;50;56;138;5,3;2;-9,388323;-40,523262;372,72
2020;07;21;03;0;973,7;973,8;973,6;;21,9;13,7;22,7;21,9;13,7;13,2;59;55;59;142;6;1,8;-9,388323;-40,523262;372,72
2020;07;21;04;0;973,5;973,7;973,5;;21,1;14,3;21,9;21,1;14,3;13,7;65;60;65;132;5,8;2,3;-9,388323;-40,523262;372,72
2020;07;21;05;0;973,2;973,5;973,2;;20,3;14,8;21,1;20,3;14,9;14,3;71;65;71;127;5,2;2;-9,388323;-40,523262;372,72
2020;07;21;06;0;972,8;973,2;972,8;;20,6;15,4;20,6;20,3;15,4;14,9;72;71;72;126;5,2;2,5;-9,388323;-40,523262;372,72
2020;07;21;07;0;972,6;972,8;972,5;;20,7;15,9;20,9;20,6;16;15,4;75;72;74;116;6,2;3,2;-9,388323;-40,523262;372,72
2020;07;21;08;0;972,9;972,9;972,6;;20,2;16,7;20,7;19,9;16,8;15,9;81;74;81;116;5,6;1,7;-9,388323;-40,523262;372,72
2020;07;21;09;0;973,1;973,1;972,9;;20,1;16,5;20,3;20,1;16,8;16,5;81;79;80;84;3,9;1;-9,388323;-40,523262;372,72
2020;07;21;10;0;973,5;973,5;973,1;46,7;20,2;16,6;20,3;19,7;16,9;16,3;81;80;80;77;2,5;0,2;-9,388323;-40,523262;372,72
2020;07;21;11;0;974,2;974,2;973,5;538,5;21,6;16,3;22;20,2;17,2;16,2;80;71;72;127;5,5;2,7;-9,388323;-40,523262;372,72
2020;07;21;12;0;974,8;974,8;974,2;770,3;22,9;16,7;22,9;21,6;16,8;16,1;72;68;68;105;7,3;3,9;-9,388323;-40,523262;372,72
2020;07;21;13;0;974,8;974,9;974,7;1005,6;22,8;16,6;24,1;22,8;16,8;16,3;68;63;68;133;8,3;5,2;-9,388323;-40,523262;372,72
2020;07;21;14;0;974,3;974,8;974,3;1510,1;26,2;16,4;26,3;22,8;17,2;16,4;69;55;55;99;8,6;5,3;-9,388323;-40,523262;372,72
2020;07;21;15;0;973,5;974,3;973,5;1348,3;26;17;26,3;24;17,7;16,2;66;54;58;138;9,4;3,9;-9,388323;-40,523262;372,72
2020;07;21;16;0;972,6;973,5;972,6;1735,2;27,9;16,3;28,6;25,9;17,2;16;58;49;49;112;9,5;4,9;-9,388323;-40,523262;372,72
2020;07;21;17;0;972,1;972,7;972,1;1139,7;25,9;18;28;24,6;19,4;16,2;70;49;62;100;9,5;4,4;-9,388323;-40,523262;372,72
2020;07;21;18;1,8;971,2;972,1;971,2;1288,2;24,3;19,9;28,1;23,8;20,3;17,2;78;53;77;101;8,6;2,8;-9,388323;-40,523262;372,72
2020;07;21;19;0;970,6;971,2;970,6;1373,3;28,2;17,4;28,4;24,3;20,6;17,3;77;52;52;107;6,3;2,9;-9,388323;-40,523262;372,72
2020;07;21;20;0;971,3;971,3;970,6;329,7;26;17,6;28,5;26;18,3;17,1;60;51;60;157;10,7;5,5;-9,388323;-40,523262;372,72
2020;07;21;21;0;972,2;972,2;971,3;84,1;23,5;18;26,4;23,5;18,6;17,6;72;59;71;148;12,5;6,5;-9,388323;-40,523262;372,72
2020;07;21;22;0;972,7;972,7;972,2;;22,7;18,1;23,5;22,7;18,3;18;75;71;75;146;12,5;5,1;-9,388323;-40,523262;372,72
2020;07;21;23;0;973,3;973,3;972,7;;22;18;22,9;22;18;17,7;78;73;78;128;10,3;5,2;-9,388323;-40,523262;372,72
2020;07;22;00;0,2;973,9;973,9;973,3;;21,1;18,7;22,1;21;18,7;17,9;86;78;86;144;9,6;3,2;-9,388323;-40,523262;372,72
2020;07;22;01;0;974,1;974,2;973,9;;21,5;17,8;21,6;21;18,8;17,8;87;79;79;145;8;4,7;-9,388323;-40,523262;372,72
2020;07;22;02;0,2;974,3;974,3;974,1;;20,5;18,2;21,5;20,5;18,2;17,7;87;79;87;146;8;3,6;-9,388323;-40,523262;372,72
2020;07;22;03;0,2;974,1;974,3;974,1;;20,7;18,4;20,7;20,4;18,4;18,1;88;86;86;142;7,7;4,3;-9,388323;-40,523262;372,72
2020;07;22;04;0;973,9;974,2;973,8;;20,4;18,1;20,8;20,3;18,4;18;87;85;87;126;7,7;4,3;-9,388323;-40,523262;372,72
2020;07;22;05;0,8;973,5;973,9;973,5;;19,9;18;20,4;19,9;18;17,7;89;86;89;133;9,2;4,1;-9,388323;-40,523262;372,72
2020;07;22;06;0;972,9;973,5;972,9;;20;17,9;20,1;19,8;18,1;17,8;89;88;88;136;7,9;2,9;-9,388323;-40,523262;372,72
2020;07;22;07;0;972,7;972,9;972,6;;19,7;17,7;20,1;19,6;18;17,7;89;88;89;135;6;2,8;-9,388323;-40,523262;372,72
2020;07;22;08;1;972,8;972,8;972,6;;19,5;17,7;19,7;19,5;17,8;17,7;90;89;90;142;6,1;3,1;-9,388323;-40,523262;372,72
2020;07;22;09;0;972,9;972,9;972,8;;19,5;17,4;19,6;19,4;17,7;17,4;90;88;88;134;8,1;3,6;-9,388323;-40,523262;372,72
2020;07;22;10;0,2;973,3;973,3;972,9;37,1;19,6;17,6;19,6;19,4;17,6;17,3;88;88;88;127;6,4;3,1;-9,388323;-40,523262;372,72
2020;07;22;11;0;973,8;973,8;973,3;324,6;20,6;18,1;20,6;19,6;18,1;17,6;88;86;86;138;7,2;3,2;-9,388323;-40,523262;372,72
2020;07;22;12;0;974,4;974,5;973,8;489,5;20,6;17,8;21;20,2;18,3;17,5;86;83;84;154;8,1;3,4;-9,388323;-40,523262;372,72
2020;07;22;13;0;974,7;974,7;974,4;562,6;21,4;17,7;21,6;20,6;18;17,3;84;78;79;144;8,7;4,4;-9,388323;-40,523262;372,72
2020;07;22;14;0;974,5;974,8;974,4;982,3;22;17,3;23,2;21,3;17,9;16,9;79;70;74;142;11,1;6,3;-9,388323;-40,523262;372,72
2020;07;22;15;0;973,7;974,5;973,7;1656,7;24,7;16,9;25,2;22;18,1;16,7;76;61;62;122;11,1;6,1;-9,388323;-40,523262;372,72
2020;07;22;16;0;972,9;973,8;972,9;1308,6;25;17,2;25,3;23,2;18,2;16,7;70;61;62;133;13,4;5,4;-9,388323;-40,523262;372,72
2020;07;22;17;0,2;972,3;972,9;972,3;1083,5;23,3;18;26;23,1;18,2;16,9;73;59;72;132;10,8;5,3;-9,388323;-40,523262;372,72
2020;07;22;18;0;971,4;972,3;971,4;1466,7;26,6;16,7;27;23,3;18,7;16,2;73;53;55;137;10;5,1;-9,388323;-40,523262;372,72
2020;07;22;19;0;971,2;971,6;971,2;886,9;26,5;16,5;26,8;24,7;17,7;16;62;52;54;130;10,4;4,8;-9,388323;-40,523262;372,72
2020;07;22;20;0;971,7;971,7;971,2;270,9;24,1;17,6;26,5;24,1;17,6;16,4;67;54;67;126;10,1;4,9;-9,388323;-40,523262;372,72
2020;07;22;21;0;972;972;971,7;70,7;24,3;17,7;24,7;24,1;17,8;17,3;67;64;66;110;7,9;2,7;-9,388323;-40,523262;372,72
2020;07;22;22;0;972,5;972,5;972;;24,2;17,5;24,3;24;17,8;17,5;68;66;66;130;7,3;3,6;-9,388323;-40,523262;372,72
2020;07;22;23;0;973,3;973,3;972,5;;22,9;18;24,3;22,9;18;17,1;74;65;74;142;8,1;4;-9,388323;-40,523262;372,72
2020;07;23;00;0;973,7;973,7;973,3;;22,4;18,3;23;22,4;18,4;18;77;74;77;146;8;4,7;-9,388323;-40,523262;372,72
2020;07;23;01;0,2;974,1;974,1;973,7;;21,5;18,5;22,4;21,2;18,6;18,2;84;77;83;142;7,6;2,8;-9,388323;-40,523262;372,72
2020;07;23;02;0;974,4;974,4;974,1;;21,6;18,2;21,7;21,5;18,5;18,2;83;81;81;140;6,1;2,8;-9,388323;-40,523262;372,72
2020;07;23;03;0;974,4;974,5;974,4;;21,4;18,1;21,6;21,4;18,2;18,1;81;81;81;134;5;2,9;-9,388323;-40,523262;372,72
2020;07;23;04;0;974,1;974,4;974,1;;20,9;17,9;21,4;20,9;18,1;17,8;83;81;83;135;5,1;2,4;-9,388323;-40,523262;372,72
2020;07;23;05;0;973,9;974,1;973,8;;20,7;17,6;20,9;20,7;17,9;17,6;83;82;82;134;4,9;2,8;-9,388323;-40,523262;372,72
2020;07;23;06;0;973,7;973,9;973,7;;20,1;17,1;20,7;20,1;17,6;17,1;83;82;83;125;5,1;2,7;-9,388323;-40,523262;372,72
2020;07;23;07;0;973,4;973,7;973,4;;19,9;16,5;20,2;19,8;17,1;16,5;83;81;81;126;6,6;3,6;-9,388323;-40,523262;372,72
2020;07;23;08;0;973,8;973,8;973,3;;19,5;16;20;19,5;16,5;16;81;80;80;116;6,7;2,7;-9,388323;-40,523262;372,72
2020;07;23;09;0;974;974;973,8;;19,2;15,9;19,5;19,2;16;15,8;81;80;81;131;5,4;2,6;-9,388323;-40,523262;372,72
2020;07;23;10;0;974,3;974,3;973,9;75;19,3;15,7;19,3;19;15,9;15,6;81;80;80;132;6,6;3,3;-9,388323;-40,523262;372,72
2020;07;23;11;0;975,2;975,2;974,3;421,4;20,7;16,4;20,7;19,3;16,4;15,7;80;77;77;94;5,8;2,1;-9,388323;-40,523262;372,72
2020;07;23;12;0;975,8;975,8;975,2;665,5;21,7;15,9;22;20,7;16,6;15,8;77;69;69;115;8,1;3,9;-9,388323;-40,523262;372,72
2020;07;23;13;0;975,7;975,8;975,6;1828;25,6;15,5;25,6;21,7;16,9;15,4;70;53;53;98;8,7;5,2;-9,388323;-40,523262;372,72
2020;07;23;14;0;975,3;975,7;975,3;2361,4;27,2;14,7;27,2;25,4;15,7;14,1;54;46;46;107;11;4,9;-9,388323;-40,523262;372,72
2020;07;23;15;0;974,6;975,4;974,6;1504,8;26,4;13;27,9;25,4;14,6;12,9;50;41;44;125;10,5;6,4;-9,388323;-40,523262;372,72
2020;07;23;16;0;973,6;974,6;973,6;2195,4;28,5;11,6;28,8;26,4;13,3;11,3;44;35;35;114;10,6;5,5;-9,388323;-40,523262;372,72
2020;07;23;17;0;972,6;973,6;972,6;2281,4;29,2;10,7;29,7;28,5;12,1;10,6;35;31;32;123;10,6;5,4;-9,388323;-40,523262;372,72
2020;07;23;18;0;971,7;972,6;971,7;1832,5;30;10,4;30,1;28,6;10,9;9,8;33;29;30;115;10,3;4,3;-9,388323;-40,523262;372,72
2020;07;23;19;0;971,2;971,7;971,1;1375,9;29,7;10,4;30,2;29,3;10,6;9,9;30;29;30;118;10,6;5;-9,388323;-40,523262;372,72
2020;07;23;20;0;971,8;971,8;971,1;746,8;28,6;9,3;29,9;28,6;10,6;9,2;32;30;30;131;10,9;5;-9,388323;-40,523262;372,72
2020;07;23;21;0;972,3;972,3;971,7;174,1;27,1;8,1;28,6;27,1;9,2;7,9;30;29;30;132;9,8;4;-9,388323;-40,523262;372,72
2020;07;23;22;0;972,9;972,9;972,3;;25,9;9,2;27,1;25,9;9,2;8;35;30;35;145;8,4;4;-9,388323;-40,523262;372,72
2020;07;23;23;0;973,5;973,5;972,9;;24,8;10,4;25,9;24,8;10,4;9,2;40;35;40;141;7,1;3,6;-9,388323;-40,523262;372,72
2020;07;24;00;0;974,1;974,1;973,5;;24,1;10,4;24,8;24,1;10,4;10,2;42;40;42;142;8,1;3,7;-9,388323;-40,523262;372,72
2020;07;24;01;0;974,5;974,5;974,1;;23,4;11,5;24,2;23,4;11,5;10,4;47;42;47;124;6,3;3,2;-9,388323;-40,523262;372,72
2020;07;24;02;0;974,8;974,8;974,5;;22,2;12,4;23,4;22,2;12,4;11,6;54;47;54;120;6,9;2,4;-9,388323;-40,523262;372,72
2020;07;24;03;0;975,1;975,1;974,8;;21,5;12,9;22,2;21,5;12,9;12,4;58;54;58;129;4,7;2,5;-9,388323;-40,523262;372,72
2020;07;24;04;0;974,9;975,1;974,8;;21,1;13,5;21,5;21,1;13,5;12,9;62;58;62;132;4,9;2,5;-9,388323;-40,523262;372,72
2020;07;24;05;0;974,3;974,9;974,3;;21,2;13,5;21,2;21,1;13,5;13,4;62;61;62;136;5,5;2,4;-9,388323;-40,523262;372,72
2020;07;24;06;0;974,1;974,3;974;;20,9;13,4;21,3;20,9;13,6;13,1;62;60;62;119;5,2;2,4;-9,388323;-40,523262;372,72
2020;07;24;07;0;973,9;974,1;973,8;;20,4;13,8;20,9;20,4;13,8;13,4;66;62;66;124;5,3;2,8;-9,388323;-40,523262;372,72
2020;07;24;08;0;973,8;974;973,7;;20,5;14,1;20,6;20,4;14,1;13,8;67;66;67;132;5,6;2,3;-9,388323;-40,523262;372,72
2020;07;24;09;0;974,1;974,2;973,5;;20,2;15,5;20,5;20,2;15,5;14,2;75;67;75;123;5,1;2,4;-9,388323;-40,523262;372,72
2020;07;24;10;0;974,7;974,7;974,1;42,9;20,1;15,4;20,2;19,8;15,6;15,4;76;74;74;113;4,6;2,4;-9,388323;-40,523262;372,72
2020;07;24;11;0;975,3;975,3;974,7;420;21,5;15,8;21,5;20,1;16;15,4;74;70;70;124;6,9;3,6;-9,388323;-40,523262;372,72
2020;07;24;12;0;975,7;975,7;975,3;1259,9;23,7;15,2;24,2;21,5;16,2;15,2;70;59;59;110;7,7;3,6;-9,388323;-40,523262;372,72
2020;07;24;13;0;975,7;975,8;975,7;1561,9;24,9;14,8;25,6;23,6;15,8;14,8;60;53;53;108;7,9;4,4;-9,388323;-40,523262;372,72
2020;07;24;14;0;975,3;975,7;975,3;1582,6;26,3;14,6;27;24,6;15,5;14,5;55;48;49;111;8,5;4,3;-9,388323;-40,523262;372,72
2020;07;24;15;0;974,6;975,3;974,6;1246,4;26,4;14,8;27,4;26;15,2;14,3;50;46;49;115;9;4,8;-9,388323;-40,523262;372,72
2020;07;24;16;0;973,5;974,6;973,4;1906,7;27,7;14,1;29,2;26,4;15,3;14;49;41;43;114;11,9;6,1;-9,388323;-40,523262;372,72
2020;07;24;17;0;972,5;973,5;972,5;2134,5;28,9;13,2;29,9;27,7;14,8;12,9;44;36;38;119;11,9;5,1;-9,388323;-40,523262;372,72
2020;07;24;18;0;971,7;972,5;971,7;1697,4;28,7;14,6;30,9;28,4;14,6;12;42;33;42;152;10,6;4,9;-9,388323;-40,523262;372,72
2020;07;24;19;0;971,4;971,7;971,4;1102,8;28,8;12,8;29,8;28,1;15,1;12,8;43;36;37;150;10;4,1;-9,388323;-40,523262;372,72
2020;07;24;20;0;971,7;971,7;971,4;714,5;28,1;11;29,2;27,9;13,1;10,7;38;33;34;148;9,6;6,2;-9,388323;-40,523262;372,72
2020;07;24;21;0;972;972;971,7;182,3;27,2;11,2;28,2;27,2;11,2;10,8;37;34;37;146;11;4,7;-9,388323;-40,523262;372,72
2020;07;24;22;0;972,6;972,6;972;;26,2;10,6;27,2;26,2;11,7;10,6;39;37;38;146;9,2;4,5;-9,388323;-40,523262;372,72
2020;07;24;23;0;973,4;973,4;972,6;;25,1;10,4;26,2;25,1;10,6;9,9;40;36;40;158;8,6;3,2;-9,388323;-40,523262;372,72
2020;07;25;00;0;974,3;974,3;973,4;;24,2;12,4;25,1;24,2;12,4;10,4;48;40;48;130;6,9;3,6;-9,388323;-40,523262;372,72
2020;07;25;01;0;974,8;974,8;974,3;;23,2;13,5;24,2;23,2;13,5;12,4;54;48;54;134;6,4;3,5;-9,388323;-40,523262;372,72
2020;07;25;02;0;975,1;975,1;974,8;;22,3;13,2;23,2;22,3;13,6;13,2;56;54;56;140;6;3,4;-9,388323;-40,523262;372,72
2020;07;25;03;0;975,2;975,3;975,1;;21,7;13,8;22,3;21,7;13,8;13,2;61;56;61;140;6,3;2,8;-9,388323;-40,523262;372,72
2020;07;25;04;0;975,1;975,3;975,1;;21,4;14,7;21,7;21,4;14,7;13,8;66;61;66;134;5,6;3;-9,388323;-40,523262;372,72
2020;07;25;05;0;975,1;975,2;975,1;;21,3;15,2;21,4;21,2;15,2;14,7;69;66;69;130;7,8;3,6;-9,388323;-40,523262;372,72
2020;07;25;06;0;974,8;975,1;974,8;;21,1;15,4;21,3;21,1;15,4;15,2;70;69;70;126;6,4;3;-9,388323;-40,523262;372,72
2020;07;25;07;0;974,7;974,8;974,6;;20,8;15,7;21,1;20,8;15,7;15,4;73;70;73;130;7,5;3,5;-9,388323;-40,523262;372,72
2020;07;25;08;0;974,9;975;974,7;;19,1;16,5;20,8;19,1;16,5;15,7;85;73;85;145;8,4;3,7;-9,388323;-40,523262;372,72
2020;07;25;09;0;975,2;975,2;974,9;;19,6;15,9;19,6;19;16,6;15,9;86;79;79;145;7,9;3,7;-9,388323;-40,523262;372,72
2020;07;25;10;0;975,7;975,7;975,2;48,6;19,4;16,1;19,6;19,3;16,1;15,7;81;79;81;134;8,5;4,4;-9,388323;-40,523262;372,72
2020;07;25;11;0;976,3;976,3;975,7;238,4;19,1;16,4;20;19,1;16,5;16;84;79;84;144;8,4;4;-9,388323;-40,523262;372,72
2020;07;25;12;0;976,7;976,8;976,3;758;21,5;15,9;21,6;19,1;17;15,9;85;71;71;133;10,2;6,7;-9,388323;-40,523262;372,72
2020;07;25;13;0;977;977,1;976,7;1131,8;22,7;15,4;23,1;20,9;16,3;15,1;73;62;64;130;11,7;6,1;-9,388323;-40,523262;372,72
