Ano;Mês;Dia;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);LATITUDE;LONGITUDE;ALTITUDE
2019;01;01;00;0;969,2;969,2;968,4;;31,4;13;32,6;31,4;13;10,5;33;26;33;143;5,3;1,9;-9,388323;-40,523262;372,72
2019;01;01;01;0;969,5;969,5;969,2;;30,8;13,5;31,4;30,7;13,5;13;35;33;35;156;4,7;1,8;-9,388323;-40,523262;372,72
2019;01;01;02;0;969,5;969,6;969,4;;30,1;13,7;30,8;30,1;13,7;13,4;37;35;37;138;5,1;3;-9,388323;-40,523262;372,72
2019;01;01;03;0;969,6;969,7;969,4;;28,9;14,8;30,1;28,9;14,8;13,5;42;37;42;122;7,6;2,7;-9,388323;-40,523262;372,72
2019;01;01;04;0;969,5;969,7;969,5;;28,1;17;28,9;28,1;17,1;14,8;51;42;51;106;5,6;2,8;-9,388323;-40,523262;372,72
2019;01;01;05;0;969,8;969,8;969,5;;27,3;18,4;28,1;27,2;18,4;17;58;51;58;117;6,2;2,7;-9,388323;-40,523262;372,72
2019;01;01;06;0;970,1;970,1;969,7;;26,7;18,5;27,4;26,7;18,5;18,4;61;58;61;124;7,8;2,9;-9,388323;-40,523262;372,72
2019;01;01;07;0;970,7;970,7;970,1;;26,1;18,4;26,7;26,1;18,4;18,3;62;60;62;128;6,8;3,4;-9,388323;-40,523262;372,72
2019;01;01;08;0;971,6;971,6;970,7;;25,5;18,2;26,1;25,5;18,4;18,2;65;63;64;123;6,9;3,4;-9,388323;-40,523262;372,72
2019;01;01;09;0;972,8;972,8;971,6;14,3;25;17,4;25,5;24,9;18,2;17,4;64;63;63;116;7,4;4,1;-9,388323;-40,523262;372,72
2019;01;01;10;0;973,2;973,3;972,8;233;25,2;16,9;25,7;24,8;17,4;16,9;63;59;60;119;9,2;4,4;-9,388323;-40,523262;372,72
2019;01;01;11;0;973,7;973,7;973,2;919,5;27;16,9;27,9;25,2;17,5;16,6;60;52;54;117;9,3;5,1;-9,388323;-40,523262;372,72
2019;01;01;12;0;974,1;974,1;973,7;1388,3;27,3;16,6;28,5;27,1;17,2;16,1;54;49;52;127;10,2;4,5;-9,388323;-40,523262;372,72
2019;01;01;13;0;973,9;974,2;973,9;1331,3;28,6;15,7;29,4;27,3;16,8;15,6;52;44;45;119;8,3;4,3;-9,388323;-40,523262;372,72
2019;01;01;14;0;973;973,9;973;2344,2;31,4;15,5;31,6;28,5;16,5;15,1;46;38;38;132;8,6;4,1;-9,388323;-40,523262;372,72
2019;01;01;15;0;972,3;973;972,3;2850,7;33,7;14,6;33,7;31;15,4;13,9;38;32;32;120;9,5;3,7;-9,388323;-40,523262;372,72
2019;01;01;16;0;971,3;972,3;971,3;2779,3;33;11,8;34,9;31,9;14,6;11,7;32;26;27;102;8,4;3,5;-9,388323;-40,523262;372,72
2019;01;01;17;0;970,3;971,3;970,3;2494,4;34,2;11,8;34,6;32,9;12,8;11,7;29;25;26;121;8,5;4,6;-9,388323;-40,523262;372,72
2019;01;01;18;0;969,4;970,3;969,4;2102,7;34,6;11,5;35,3;33,9;12,2;11,1;26;24;25;130;8,9;4;-9,388323;-40,523262;372,72
2019;01;01;19;0;969,1;969,5;969;1580,5;35,8;10,9;35,9;34,3;11,9;10,9;25;22;22;121;9,2;4;-9,388323;-40,523262;372,72
2019;01;01;20;0;969,2;969,2;969;961,7;35,1;10,1;35,8;34,6;11,3;10;24;22;22;111;8,7;4,6;-9,388323;-40,523262;372,72
2019;01;01;21;0;969,5;969,5;969,2;226,6;33,9;9,9;35,4;33,9;10,3;9,1;23;21;23;102;8,6;3,7;-9,388323;-40,523262;372,72
2019;01;01;22;0;969,9;969,9;969,5;;32,9;10,5;33,9;32,9;10,5;9,9;25;23;25;114;6,9;2;-9,388323;-40,523262;372,72
2019;01;01;23;0;970,5;970,5;969,9;;32,1;11;33;31,9;11,4;10,5;28;25;28;119;3,7;1,9;-9,388323;-40,523262;372,72
2019;01;02;00;0;971;971;970,5;;31,2;11,2;32,1;31;11,2;10,8;30;27;29;134;4,3;2,4;-9,388323;-40,523262;372,72
2019;01;02;01;0;971,2;971,2;970,9;;30,7;11,9;31,3;30,7;11,9;11,2;32;29;32;126;7,9;4,4;-9,388323;-40,523262;372,72
2019;01;02;02;0;971,3;971,4;971,2;;29,8;13,9;30,7;29,8;13,9;11,9;38;32;38;117;9,1;5;-9,388323;-40,523262;372,72
2019;01;02;03;0;971,2;971,4;971,2;;28,8;16,6;29,8;28,8;16,6;14;48;38;48;116;12,1;5,8;-9,388323;-40,523262;372,72
2019;01;02;04;0;971,1;971,2;971,1;;27,4;17,5;28,8;27,4;17,5;16,6;55;48;55;128;11,8;4,6;-9,388323;-40,523262;372,72
2019;01;02;05;0;971;971,1;970,8;;26,4;18,2;27,4;26,4;18,2;17,6;61;55;61;120;11,3;6,1;-9,388323;-40,523262;372,72
2019;01;02;06;0;971,3;971,3;970,9;;25,6;18,5;26,4;25,6;18,5;18,3;65;61;65;113;10,8;4,3;-9,388323;-40,523262;372,72
2019;01;02;07;0;972;972;971,3;;25,7;18,1;25,7;25,5;18,7;18,1;66;63;63;105;8,9;4,8;-9,388323;-40,523262;372,72
2019;01;02;08;0;972,4;972,4;972;;25,2;18,3;25,7;25,2;18,3;18,1;65;63;65;101;9,7;3,2;-9,388323;-40,523262;372,72
2019;01;02;09;0;972,8;972,8;972,4;17;25,2;18,2;25,2;25,1;18,3;18,1;66;65;65;113;5,9;2,7;-9,388323;-40,523262;372,72
2019;01;02;10;0;973;973;972,8;370,5;26;17,8;26,2;25,2;18,3;17,7;65;60;60;123;6,5;3,3;-9,388323;-40,523262;372,72
2019;01;02;11;0;973,5;973,5;973;919,7;27;17,6;27,6;26,1;18;17,4;61;55;57;120;7,4;4,3;-9,388323;-40,523262;372,72
2019;01;02;12;0;973,9;973,9;973,5;995,7;28,5;16,5;29;26,9;17,9;16,5;57;48;48;111;11,3;5,6;-9,388323;-40,523262;372,72
2019;01;02;13;0;973,8;974;973,8;1500;30,2;15,9;30,3;28,3;16,9;15,5;48;42;42;110;11,3;4,4;-9,388323;-40,523262;372,72
2019;01;02;14;0;973,1;973,9;973,1;2160,5;31,8;14,8;32;29,6;16,1;14,8;43;36;36;104;10,3;4,3;-9,388323;-40,523262;372,72
2019;01;02;15;0;972,4;973,1;972,4;2653,3;32,3;14,1;32,8;30,9;15,2;13,9;38;33;33;127;10;5,1;-9,388323;-40,523262;372,72
2019;01;02;16;0;971,6;972,4;971,6;2648,9;34;13,9;34,3;31,9;14,6;13,5;34;30;30;120;10;5,6;-9,388323;-40,523262;372,72
2019;01;02;17;0;970,6;971,6;970,6;2164,4;34,3;13,4;34,6;33;14;13,1;31;28;28;118;9,8;3,7;-9,388323;-40,523262;372,72
2019;01;02;18;0;969,8;970,6;969,8;1890,3;35;12;35,6;33,8;13,5;11,9;28;25;25;109;9,7;5,3;-9,388323;-40,523262;372,72
2019;01;02;19;0;969,5;969,8;969,5;1412,2;35,5;11,6;35,7;34,2;12,3;11;26;23;24;117;10,6;4,4;-9,388323;-40,523262;372,72
2019;01;02;20;0;969,8;969,8;969,4;931,9;34,3;11,6;35,6;34,2;12,2;11,2;26;23;25;109;10,5;4,8;-9,388323;-40,523262;372,72
2019;01;02;21;0;970,1;970,1;969,8;289,3;33,5;11,7;34,8;33,5;11,8;11,4;27;24;27;109;9,6;3,5;-9,388323;-40,523262;372,72
2019;01;02;22;0;970,4;970,4;970,1;;32,9;11,9;33,5;32,9;12;11,5;28;26;28;111;7,5;3,6;-9,388323;-40,523262;372,72
2019;01;02;23;0;970,8;970,8;970,4;;32;12,1;32,9;32;12,2;11,9;30;28;30;118;7,5;2,3;-9,388323;-40,523262;372,72
2019;01;03;00;0;971,5;971,5;970,8;;31;13;32;31;13;12;33;30;33;118;8,5;3,8;-9,388323;-40,523262;372,72
2019;01;03;01;0;972;972;971,5;;30;14,2;31;30;14,2;13;38;33;38;113;7,2;3,2;-9,388323;-40,523262;372,72
2019;01;03;02;0;971,8;972,1;971,8;;29,1;14,8;30;29,1;14,8;14,2;42;38;42;116;12,8;5,3;-9,388323;-40,523262;372,72
2019;01;03;03;0;971,3;971,8;971,3;;27,9;15,4;29,1;27,9;15,4;14,8;47;42;47;117;10,9;5;-9,388323;-40,523262;372,72
2019;01;03;04;0;970,9;971,3;970,9;;26,8;15,8;27,9;26,8;15,8;15,4;51;47;51;122;9,8;5,2;-9,388323;-40,523262;372,72
2019;01;03;05;0;970,8;970,9;970,7;;25,7;16;26,8;25,7;16,1;15,8;55;51;55;124;8,9;3,4;-9,388323;-40,523262;372,72
2019;01;03;06;0;970,9;970,9;970,8;;25;15,1;25,7;25;16;15,1;55;54;54;117;9,8;4,1;-9,388323;-40,523262;372,72
2019;01;03;07;0;971,3;971,3;970,9;;24,1;15,4;25;24,1;15,4;15,1;58;54;58;114;8,6;4;-9,388323;-40,523262;372,72
2019;01;03;08;0;971,9;971,9;971,3;;23,2;16,1;24,1;23,2;16,1;15,4;65;59;65;130;7,8;3,8;-9,388323;-40,523262;372,72
2019;01;03;09;0;972,6;972,6;971,9;18,3;23;16,1;23,2;22,9;16,2;16,1;66;65;65;126;7,3;3,7;-9,388323;-40,523262;372,72
2019;01;03;10;0;973,3;973,3;972,6;450,9;24;16,3;24,1;23;16,4;16;65;62;62;134;8,2;4,1;-9,388323;-40,523262;372,72
2019;01;03;11;0;973,5;973,5;973,3;1116,7;25,6;15,9;25,7;24;16,5;15,9;62;55;55;123;9,4;5,2;-9,388323;-40,523262;372,72
2019;01;03;12;0;973,8;973,9;973,5;1645,1;26,3;15,7;27,6;25,3;16,3;15,4;56;49;52;121;9,2;4,9;-9,388323;-40,523262;372,72
2019;01;03;13;0;973,4;973,8;973,3;2272;28,9;14,8;29,3;26,4;16;14,7;52;42;42;129;9,2;4,5;-9,388323;-40,523262;372,72
2019;01;03;14;0;972,6;973,4;972,6;2610,7;31,1;13,1;31,2;28;15,1;12,8;44;33;34;112;8,3;4,7;-9,388323;-40,523262;372,72
2019;01;03;15;0;972,1;972,6;972,1;2786,7;31,8;12,1;32,9;30,1;13,3;12;35;30;30;133;8,7;4,5;-9,388323;-40,523262;372,72
2019;01;03;16;0;971,1;972,1;971,1;2756,5;33,6;10,4;34,5;31,4;13;10,4;31;24;24;110;9,2;3,7;-9,388323;-40,523262;372,72
2019;01;03;17;0;969,8;971,1;969,8;2656,7;33,9;10,5;34,8;32,8;11,5;9,9;26;23;24;127;10;4,8;-9,388323;-40,523262;372,72
2019;01;03;18;0;968,8;969,8;968,8;2184,8;35,2;10;35,5;33,3;11;9,6;25;21;21;95;10;3,8;-9,388323;-40,523262;372,72
2019;01;03;19;0;968,7;968,8;968,5;1715,4;35,4;9,8;35,6;34,3;10,1;8,7;22;20;21;78;9,2;3;-9,388323;-40,523262;372,72
2019;01;03;20;0;969,1;969,1;968,6;902,6;34,1;9,7;35,7;33,9;9,9;9,4;23;21;23;80;7,5;3;-9,388323;-40,523262;372,72
2019;01;03;21;0;969,4;969,5;969,1;308,8;33,4;9,4;34,4;33,4;10,1;9,2;23;22;23;83;6;2,6;-9,388323;-40,523262;372,72
2019;01;03;22;0;969,7;969,7;969,4;;32,3;10,1;33,4;32,3;10,2;9;26;22;26;108;4,7;1,6;-9,388323;-40,523262;372,72
2019;01;03;23;0;969,9;969,9;969,7;;31,7;10,3;32,4;31,6;10,3;10,1;27;26;27;110;4;2,2;-9,388323;-40,523262;372,72
2019;01;04;00;0;970,3;970,3;969,9;;30,5;10,5;31,7;30,5;10,5;10,3;29;27;29;97;4,3;2;-9,388323;-40,523262;372,72
2019;01;04;01;0;970,5;970,5;970,3;;29,8;10,7;30,5;29,8;10,7;10,5;31;29;31;109;3,3;1,7;-9,388323;-40,523262;372,72
2019;01;04;02;0;970,7;970,7;970,5;;28;12,1;29,9;28;12,1;10,5;37;30;37;147;4,1;1,7;-9,388323;-40,523262;372,72
2019;01;04;03;0;970,6;970,7;970,6;;28,3;11,5;28,6;28;12,2;11,2;37;34;35;127;5,2;2,3;-9,388323;-40,523262;372,72
2019;01;04;04;0;970,5;970,6;970,4;;27,2;13,3;28,3;27;13,4;11,5;42;35;42;122;6,2;3,6;-9,388323;-40,523262;372,72
2019;01;04;05;0;970,4;970,5;970,1;;26,2;16,5;27,2;26,2;16,5;13,2;55;42;55;116;8,6;3,8;-9,388323;-40,523262;372,72
2019;01;04;06;0;971,2;971,2;970,4;;25,3;17,3;26,2;25,3;17,3;16,5;61;55;61;118;8,4;4,7;-9,388323;-40,523262;372,72
2019;01;04;07;0;971,8;971,8;971,2;;24,7;17,5;25,3;24,7;17,5;17,3;64;61;64;126;9;4,4;-9,388323;-40,523262;372,72
2019;01;04;08;0;972,8;972,8;971,8;;24,5;16,8;24,8;24,5;17,5;16,8;64;62;62;118;8,2;4,4;-9,388323;-40,523262;372,72
2019;01;04;09;0;973,7;973,7;972,8;18,2;24,2;16,5;24,5;24,1;16,8;16,5;63;62;62;122;8,1;3,7;-9,388323;-40,523262;372,72
2019;01;04;10;0;974;974,2;973,7;413,2;24,6;16,7;25;24,2;16,9;16,5;62;61;62;124;8;4,1;-9,388323;-40,523262;372,72
2019;01;04;11;0;974,3;974,3;974;1032,4;26,2;17,3;26,2;24,6;17,4;16,7;62;58;58;124;11,1;5,6;-9,388323;-40,523262;372,72
2019;01;04;12;0;974,6;974,7;974,3;1701,5;27,3;17;28,1;25,9;17,6;16,7;58;52;53;118;11,1;4,5;-9,388323;-40,523262;372,72
2019;01;04;13;0;974,2;974,6;974,2;2226,4;29,5;16,6;30;27,3;17,4;16,6;54;46;46;121;8,3;3,6;-9,388323;-40,523262;372,72
2019;01;04;14;0;973,3;974,2;973,2;2596,5;31,3;16;32,1;28,9;17,1;16;47;40;40;113;14,9;3,3;-9,388323;-40,523262;372,72
2019;01;04;15;0;972,3;973,3;972,3;2769,8;32,9;15,9;32,9;30,8;16,9;15,4;42;36;36;113;14,9;3,3;-9,388323;-40,523262;372,72
2019;01;04;16;0;971,2;972,3;971,2;2693,2;33,2;15,2;34,3;32;15,9;14,8;37;33;34;111;7,3;3,2;-9,388323;-40,523262;372,72
2019;01;04;17;0;969,6;971,2;969,6;2262,3;33,9;15;34,6;32,9;15,5;14,6;34;31;32;108;5,9;2;-9,388323;-40,523262;372,72
2019;01;04;18;0;968,6;969,6;968,6;2119,6;35,4;14,2;36;33,5;15,2;14;32;28;28;97;7;3,6;-9,388323;-40,523262;372,72
2019;01;04;19;0;968,2;968,6;968,2;1506,6;35,4;13,8;35,6;33,8;14,6;13,6;30;27;27;99;8,5;3,5;-9,388323;-40,523262;372,72
2019;01;04;20;0;968,2;968,2;968;964;34,6;13,4;35,5;34,3;13,8;13;28;27;28;119;6,7;2,7;-9,388323;-40,523262;372,72
2019;01;04;21;0;968,3;968,3;968;165,9;33,7;13,7;34,9;33,6;13,8;13,3;30;28;30;132;4,9;2,7;-9,388323;-40,523262;372,72
2019;01;04;22;0;968,8;968,8;968,3;;32,6;14,3;33,7;32,6;14,3;13,5;33;30;33;141;5,5;3;-9,388323;-40,523262;372,72
2019;01;04;23;0;969,7;969,7;968,8;;32,2;14,2;32,6;32;14,4;14,2;34;33;34;142;6,4;3;-9,388323;-40,523262;372,72
2019;01;05;00;0;971;971;969,7;;27,9;17;32,2;27,4;17,3;14,1;54;34;52;127;12;4,3;-9,388323;-40,523262;372,72
2019;01;05;01;0;970,7;971,3;970,7;;26,3;17,1;28,1;26,1;17,2;16,4;58;50;57;138;8,8;3;-9,388323;-40,523262;372,72
2019;01;05;02;0;970,4;970,7;970,4;;26;17;26,4;26;17,2;16,9;58;57;58;135;6,7;3,1;-9,388323;-40,523262;372,72
2019;01;05;03;0;969,8;970,4;969,8;;25,4;17,2;26;25,4;17,2;16,7;60;57;60;133;6,7;2,7;-9,388323;-40,523262;372,72
2019;01;05;04;0;969,5;969,9;969,5;;25,4;17,5;25,6;25,4;17,5;17,2;62;60;62;143;6,7;3,1;-9,388323;-40,523262;372,72
2019;01;05;05;0;969,8;969,9;969,5;;24,7;18;25,4;24,7;18;17,5;66;62;66;122;6,1;3,1;-9,388323;-40,523262;372,72
2019;01;05;06;0;970;970;969,7;;24,2;18,3;24,7;24,2;18,3;18;70;66;70;136;5,6;3,2;-9,388323;-40,523262;372,72
2019;01;05;07;0;970,7;970,7;970;;23,9;18,4;24,2;23,9;18,4;18,3;71;70;71;122;5,6;3;-9,388323;-40,523262;372,72
2019;01;05;08;0;971,7;971,7;970,7;;23,5;18,5;23,9;23,5;18,5;18,4;74;71;74;126;6,6;3,4;-9,388323;-40,523262;372,72
2019;01;05;09;0;972,2;972,2;971,6;12,7;23,2;18,2;23,5;23,1;18,5;18,2;75;73;74;132;6,3;3,8;-9,388323;-40,523262;372,72
2019;01;05;10;0;972,8;972,8;972,2;296,4;24,4;18,2;24,4;23,2;18,3;17,9;74;68;68;130;8,1;3,5;-9,388323;-40,523262;372,72
2019;01;05;11;0;973,3;973,3;972,8;1033,7;25,5;17,7;25,8;24,2;18,2;17,5;68;62;62;121;8,9;4,2;-9,388323;-40,523262;372,72
2019;01;05;12;0;973,7;973,7;973,3;1288,1;27,1;17,6;27,2;25,4;18,1;17,4;62;56;56;111;7,7;4,9;-9,388323;-40,523262;372,72
2019;01;05;13;0;973,5;973,8;973,5;1806,3;27,4;16,9;28,2;26,8;17,9;16,9;57;53;53;112;8,8;3,9;-9,388323;-40,523262;372,72
2019;01;05;14;0;972,9;973,5;972,9;1813,7;28,7;16,8;29,1;27,3;17,5;16,6;53;48;48;126;7,4;3,7;-9,388323;-40,523262;372,72
2019;01;05;15;0;972,6;972,9;972,6;1859,7;30,3;15,6;30,8;28,4;16,8;15,5;48;40;41;130;7,9;3,2;-9,388323;-40,523262;372,72
2019;01;05;16;0;971,4;972,6;971,4;1668,6;30,9;15,3;31,6;29,9;16,2;13,5;43;33;39;132;7,5;4,4;-9,388323;-40,523262;372,72
2019;01;05;17;0;970,2;971,4;970,2;2309,8;33,1;14,2;33,2;30,7;15,8;13,7;39;31;32;115;8,3;3,9;-9,388323;-40,523262;372,72
2019;01;05;18;0;969,5;970,2;969,5;982,9;31,2;14,2;33,1;31,1;15,1;13,4;38;32;36;130;7,9;4;-9,388323;-40,523262;372,72
2019;01;05;19;0;968,9;969,5;968,9;664,8;31;14,4;31,6;30,8;14,7;13,9;37;35;36;128;7,9;3,7;-9,388323;-40,523262;372,72
2019;01;05;20;0;969;969;968,5;432,4;31,2;14,4;31,3;30,9;15;14,1;38;35;36;138;6,9;3,6;-9,388323;-40,523262;372,72
2019;01;05;21;0;969,2;969,3;968,9;133,9;31;13,7;31,2;31;14,5;13,7;37;35;35;129;6,3;2,6;-9,388323;-40,523262;372,72
2019;01;05;22;0;970,2;970,2;969,2;;30,6;13,7;31;30,6;13,8;13,4;36;34;36;138;5;2,2;-9,388323;-40,523262;372,72
2019;01;05;23;0;970,7;970,7;970,1;;30,2;13,8;30,6;30,2;14,6;13,8;39;36;37;149;5,3;2,5;-9,388323;-40,523262;372,72
2019;01;06;00;0;971,4;971,4;970,7;;29,8;13,5;30,2;29,8;13,8;13,1;37;36;37;136;5,4;2,9;-9,388323;-40,523262;372,72
2019;01;06;01;0;971,8;971,8;971,4;;29,1;14,3;29,8;29,1;14,3;13,6;41;37;41;130;5;2,8;-9,388323;-40,523262;372,72
2019;01;06;02;0;971,4;971,9;971,4;;28,3;14,6;29,1;28,3;14,6;14,3;43;41;43;113;5,1;2,5;-9,388323;-40,523262;372,72
2019;01;06;03;0;970,9;971,4;970,9;;27,6;15,3;28,3;27,5;15,4;14,6;48;43;47;123;7,5;2,8;-9,388323;-40,523262;372,72
2019;01;06;04;0;970,6;970,9;970,6;;27,2;15,2;27,6;27,2;15,3;15,2;48;47;48;117;4,9;2;-9,388323;-40,523262;372,72
2019;01;06;05;0;970,4;970,7;970,3;;26,4;16,2;27,3;26,4;16,2;15,2;53;48;53;127;5,9;3,6;-9,388323;-40,523262;372,72
2019;01;06;06;0;970;970,6;970;;25,6;17,3;26,4;25,6;17,3;16,2;60;53;60;120;8,9;5;-9,388323;-40,523262;372,72
2019;01;06;07;0;970,8;970,8;970;;24,9;17,5;25,6;24,9;17,5;17,3;63;60;63;130;9,5;4,8;-9,388323;-40,523262;372,72
2019;01;06;08;0;971,3;971,3;970,7;;24,4;17,2;24,9;24,4;17,5;17,1;64;63;64;124;9,2;5,4;-9,388323;-40,523262;372,72
2019;01;06;09;0;972,5;972,5;971,3;19,6;24,2;16,9;24,5;24,2;17,2;16,9;64;63;64;106;9,1;3,6;-9,388323;-40,523262;372,72
2019;01;06;10;0;972,7;972,8;972,4;199,6;24,3;16,9;24,5;24,2;17;16,6;64;62;63;131;7,1;3,8;-9,388323;-40,523262;372,72
2019;01;06;11;0;973,2;973,2;972,7;499,2;25,1;16,9;25,2;24,2;17,1;16,7;63;61;61;133;9,3;4;-9,388323;-40,523262;372,72
2019;01;06;12;0;973;973,2;972,8;1115,3;26,3;16,7;26,8;25;17,3;16,6;61;54;55;145;8,8;5,2;-9,388323;-40,523262;372,72
2019;01;06;13;0;972,7;973,1;972,7;1461,7;26,8;16,2;27,8;26,3;17,1;16,1;56;51;52;134;8,8;4,4;-9,388323;-40,523262;372,72
2019;01;06;14;0;972,2;972,7;972,2;1430,3;28,6;16;28,9;26,8;16,8;15,7;52;46;46;115;8;3,6;-9,388323;-40,523262;372,72
2019;01;06;15;0;971,4;972,2;971,4;1292,6;30,2;15,4;30,2;28,2;16;14,8;47;41;41;121;7,4;3,3;-9,388323;-40,523262;372,72
2019;01;06;16;0;971,1;971,4;971,1;1763,5;31,3;13,6;31,5;29,7;15,4;13,1;41;34;34;126;7,5;3,8;-9,388323;-40,523262;372,72
2019;01;06;17;0;970,4;971,1;970,4;1003;30,7;13,3;31,5;30,5;13,8;13,1;36;33;35;138;7,5;3,4;-9,388323;-40,523262;372,72
2019;01;06;18;0;969,9;970,4;969,9;524,3;30,5;13;30,9;30,4;13,9;13;36;34;34;125;6,8;3,4;-9,388323;-40,523262;372,72
2019;01;06;19;0;969,9;969,9;969,8;367,9;30,3;12,6;30,5;30,2;13;12,4;34;33;34;126;8,2;3,7;-9,388323;-40,523262;372,72
2019;01;06;20;0;970,2;970,2;969,9;245,9;30,2;13,1;30,4;30;13,1;12,6;35;34;35;134;6;2,9;-9,388323;-40,523262;372,72
2019;01;06;21;0;970;970,2;970;131;29,8;14;30,3;29,8;14,1;13,1;38;35;38;139;5,5;2,4;-9,388323;-40,523262;372,72
2019;01;06;22;0;970,1;970,2;970;;29,5;14,4;29,8;29,5;14,5;14;40;38;40;133;4;2,4;-9,388323;-40,523262;372,72
2019;01;06;23;0;970,1;970,1;970;;29,2;14,7;29,5;29,1;14,9;14,5;42;40;41;121;4;2,1;-9,388323;-40,523262;372,72
2019;01;07;00;0;970,3;970,3;970,1;;28,5;15,2;29,1;28,5;15,2;14,7;45;41;45;136;4;2,1;-9,388323;-40,523262;372,72
2019;01;07;01;0;970,4;970,5;970,2;;28,2;15,2;28,5;28,1;15,7;15,2;47;45;45;137;3,5;1,3;-9,388323;-40,523262;372,72
2019;01;07;02;0;970,5;970,7;970,4;;27,7;15,3;28,2;27,3;15,7;15;49;45;47;141;3;1,3;-9,388323;-40,523262;372,72
2019;01;07;03;0;970,5;970,6;970,4;;27,5;15,4;28,2;27,5;15,4;14,8;48;44;48;140;3,9;2,3;-9,388323;-40,523262;372,72
2019;01;07;04;0;970;970,5;970;;26,9;15,7;27,5;26,8;15,7;15,1;51;47;51;98;5,7;2,7;-9,388323;-40,523262;372,72
2019;01;07;05;0;969,9;970;969,8;;26,5;16,9;26,9;26,5;17;15,8;56;51;56;130;6,8;3,1;-9,388323;-40,523262;372,72
2019;01;07;06;0;970,1;970,2;969,9;;26,1;16,3;26,5;26,1;16,9;16,3;56;54;55;131;7,6;4,7;-9,388323;-40,523262;372,72
2019;01;07;07;0;970,4;970,4;969,9;;25,4;16,6;26,1;25,4;16,6;16,2;58;55;58;140;8;4,9;-9,388323;-40,523262;372,72
2019;01;07;08;0;971,2;971,2;970,4;;24,9;16,5;25,4;24,9;16,6;16,3;60;57;60;128;8,2;3,3;-9,388323;-40,523262;372,72
2019;01;07;09;0;971,9;971,9;971,2;6,9;24,4;16,4;24,9;24,4;16,6;16,4;61;60;61;127;6,2;2,4;-9,388323;-40,523262;372,72
2019;01;07;10;0;972,7;972,7;971,9;308,7;24,8;16,1;24,9;24,4;16,4;16,1;61;58;59;119;5,9;3;-9,388323;-40,523262;372,72
2019;01;07;11;0;973,2;973,2;972,7;521,7;25,2;16,2;25,4;24,6;16,3;15,8;59;57;57;112;8,5;4,7;-9,388323;-40,523262;372,72
2019;01;07;12;0;973,5;973,6;973,2;1115;26,4;16,5;26,6;25,1;16,9;16,2;58;54;54;128;8,3;4,6;-9,388323;-40,523262;372,72
2019;01;07;13;0;973,2;973,5;973,2;1444,4;27,2;15,8;27,5;26;17;15,6;55;49;50;125;9,1;4,6;-9,388323;-40,523262;372,72
2019;01;07;14;0;972,7;973,2;972,7;1566,9;28;15,4;28,4;26,9;16;15;50;45;46;123;9,1;4,6;-9,388323;-40,523262;372,72
2019;01;07;15;0;972,2;972,7;972,2;1397,5;28,7;14,4;29,2;27,9;15,6;14,1;46;41;42;145;8,9;3,8;-9,388323;-40,523262;372,72
2019;01;07;16;0;971,5;972,2;971,5;1448,7;29,9;13,2;30,5;28,7;14,7;13,1;42;35;36;149;6,9;3,2;-9,388323;-40,523262;372,72
2019;01;07;17;0;970,6;971,6;970,6;1341,3;30,6;13;31,4;29,9;13,5;12,7;36;33;34;124;7,1;3,1;-9,388323;-40,523262;372,72
2019;01;07;18;0;970,2;970,7;970,1;1225;30,7;13,9;31,6;30,1;13,9;12,8;37;33;36;108;8,1;4,1;-9,388323;-40,523262;372,72
2019;01;07;19;0;970,2;970,2;970;1231,4;30,7;13,1;31,5;30,3;13,8;12,9;36;33;34;108;8,7;4,7;-9,388323;-40,523262;372,72
2019;01;07;20;0;970,6;970,6;970,2;1169,3;30,4;12,5;31,1;30,1;13,3;12,3;35;33;34;124;8,9;4,6;-9,388323;-40,523262;372,72
2019;01;07;21;0;970,8;970,8;970,6;462,4;29,1;13,5;30,4;29,1;13,5;12,3;38;33;38;114;9,1;4,7;-9,388323;-40,523262;372,72
2019;01;07;22;0;971;971,1;970,7;13,9;28,1;11,5;29,1;28,1;13,6;11,1;39;34;36;135;9,1;3,6;-9,388323;-40,523262;372,72
2019;01;07;23;0;971,3;971,3;971;;27,4;12,3;28,1;27,4;12,3;11,6;39;36;39;119;5,5;2,9;-9,388323;-40,523262;372,72
